,search_id,num_planet,disposition,ror,stellar_mass,ss_gravity,period,duration,transit_epoch
1783,KIC 9718066,1,1,0.013459,0.748,4.641,16.09227518,2.1072,2454975.51659
1784,KIC 3440978,1,2,0.048466,0.721,4.522,38.103908,3.837,2454994.08647
1785,KIC 3867615,1,1,0.016583,1.098,4.279,62.7843981,4.81,2454990.30698
1786,KIC 12121570,1,1,0.023662,0.786,4.628,91.500873,4.842,2454998.67309
1787,KIC 8410415,1,1,0.026848,0.878,4.459,44.2993483,4.298,2454974.28194
1788,KIC 7987866,1,1,0.012262,0.684,4.556,3.13877646,1.6663,2454966.65614
1789,KIC 9532710,1,2,0.019344,0.813,3.824,5.24242029,6.413,2454966.23047
1790,KIC 11560897,1,1,0.017647,1.205,4.149,35.9682692,2.839,2454971.66885
1791,KIC 11342416,1,1,0.0109,1.212,4.224,25.3690868,4.746,2454976.68699
1792,KIC 9086251,1,1,0.008563,1.286,4.227,6.89213244,1.725,2454964.63179
1793,KIC 4254466,1,1,0.020615,1.048,4.353,42.3006282,4.372,2455001.77783
1794,KIC 5801571,1,0,0.330932,1.257,4.352,0.838597429,1.68668,2454974.537817
1795,KIC 9904006,1,1,0.017841,1.085,4.269,55.1866213,9.133,2455013.75953
1796,KIC 5288570,1,0,0.014151,1.55,3.597,1.728528176,3.682,2454964.80851
1797,KIC 9364609,1,1,0.014655,0.796,4.532,14.97436238,2.4461,2454974.50057
1798,KIC 7457296,1,1,0.018881,0.732,4.521,3.97076603,1.814,2454967.63962
1799,KIC 10328458,1,1,0.015785,0.836,4.608,2.352273912,1.7389,2454964.80267
1800,KIC 7050060,1,0,0.209167,0.953,4.216,22.0425953,61.2018,2454967.1281
1801,KIC 4248120,1,1,0.022658,0.773,4.425,23.34036251,2.054,2454969.20727
1802,KIC 9580992,1,2,0.033027,0.912,4.572,37.8034121,4.641,2454988.37719
1803,KIC 8321314,1,1,0.017431,0.972,4.526,15.03366411,3.272,2454977.98055
1804,KIC 6934986,1,2,0.022374,0.968,4.236,131.485184,5.294,2455010.48749
1805,KIC 4049901,1,2,0.006003,0.822,4.549,16.2908527,3.176,2454965.11774
1806,KIC 11498128,1,1,0.01889,0.938,4.435,106.247882,13.78,2454968.7435
1807,KIC 8041216,1,1,0.023076,0.963,4.396,8.508333104,3.4559,2454967.785645
1808,KIC 11824786,1,1,0.016629,1.01,4.497,12.94123564,4.636,2454972.89901
1809,KIC 12254909,1,1,0.00997,1.197,4.368,5.349791,4.279,2454966.8836
1810,KIC 10798331,1,2,0.0198,0.939,4.365,147.281212,7.375,2454981.80124
1811,KIC 9364290,1,1,0.013665,0.963,4.188,5.26211833,3.244,2454969.37566
1812,KIC 9364290,2,1,0.02198,0.963,4.188,12.1628195,2.3161,2454970.52402
1813,KIC 5022828,1,1,0.009353,2.335,4.088,23.5541012,7.3,2454977.21486
1814,KIC 8233702,1,1,0.02375,0.968,4.545,41.6977582,5.513,2454967.24608
1815,KIC 11403339,1,1,0.011014,0.945,4.562,4.79029482,2.7219,2454967.95277
1816,KIC 8260902,1,1,0.024605,0.801,4.42,38.6715843,5.532,2454990.61988
1817,KIC 8381204,1,1,0.016452,1.024,4.45,8.32651854,5.483,2454968.58655
1818,KIC 12058204,1,1,0.014566,0.946,4.331,5.53533152,2.793,2454965.76087
1819,KIC 12058204,2,1,0.01301,0.946,4.331,16.7261969,2.708,2454976.74673
1820,KIC 4833421,3,1,0.016798,0.995,4.284,21.58752788,4.4968,2454975.96728
1821,KIC 5357545,1,1,0.015786,0.807,4.618,3.757294695,0.9269,2454966.95965
1822,KIC 6871071,1,1,0.010816,1.024,4.087,3.2828024,3.2532,2454964.89965
1823,KIC 5342473,1,1,0.011202,1.021,4.343,4.64495172,3.366,2454969.02095
1824,KIC 9334893,1,2,0.012198,0.534,4.726,16.6671415,3.526,2454974.76551
1825,KIC 9963265,1,1,0.23474,1.173,4.447,16.48686712,1.431,2454972.20338
1826,KIC 10583761,1,1,0.016076,0.765,4.484,2.685054445,1.0473,2454965.60443
1827,KIC 7542813,1,1,0.016086,0.906,4.419,16.8600805,5.557,2454972.84916
1828,KIC 12058147,1,1,0.008754,0.95,4.2,1.54320541,2.5779,2454964.5554
1829,KIC 8164257,1,1,0.027578,0.791,4.5,49.5004725,5.772,2454972.04294
1830,KIC 8164257,2,1,0.02122,0.791,4.5,6.47539108,2.7048,2454970.5825
1831,KIC 8164257,3,1,0.027757,0.791,4.5,16.85825609,2.0728,2454975.34289
1832,KIC 10593759,1,0,0.377855,1.078,4.328,3.132604547,3.6337,2454969.010454
1833,KIC 6774537,1,1,0.016815,0.771,4.512,2.949029106,2.0311,2454966.13832
1834,KIC 10404582,1,1,0.018061,1.016,4.431,37.8658964,4.782,2454967.36237
1835,KIC 5959753,1,1,0.026057,0.804,4.485,8.30865307,3.2747,2454971.10788
1836,KIC 6021193,1,1,0.01206,1.173,4.221,11.93205399,6.205,2454975.10648
1837,KIC 6021193,2,1,0.0105,1.173,4.221,7.54235832,4.73,2454965.96117
1838,KIC 6871071,2,1,0.012294,1.024,4.087,5.02818253,3.526,2454967.10891
1839,KIC 6871071,3,1,0.010464,1.024,4.087,1.897828815,2.7114,2454965.6785
1840,KIC 6287313,1,1,0.016923,1.041,4.445,10.62788695,4.576,2454970.81843
1841,KIC 9289704,1,2,0.023039,2.607,3.365,34.135676,9.12,2454990.7959
1842,KIC 9278725,1,1,0.019518,0.723,4.543,1.104462494,1.0458,2454965.32134
1843,KIC 4458082,1,1,0.010904,1.336,4.304,4.89336495,3.485,2454966.6449
1844,KIC 8042453,1,1,0.016441,1.006,4.519,11.17392077,3.307,2454967.70626
1845,KIC 10874215,1,1,0.02592,1.047,4.52,31.0325991,3.476,2454985.27157
1846,KIC 6666233,1,0,0.016697,0.566,4.69,0.512407185,1.0579,2454965.240449
1847,KIC 7661065,1,0,0.032359,0.887,4.519,4.150297119,1.2058,2454967.9355
1848,KIC 3937519,2,1,0.01076,0.888,4.314,5.89661966,3.154,2454967.03046
1849,KIC 8866137,1,1,0.038586,0.827,4.607,33.4178173,4.645,2454988.58781
1850,KIC 10857519,1,1,0.009704,1.076,4.204,2.053341891,2.596,2454967.51606
1851,KIC 9517393,1,1,0.029059,1.117,4.476,56.7769831,6.864,2455014.09789
1852,KIC 9351316,1,1,0.030522,0.651,4.637,18.78429232,3.1136,2454970.88207
1853,KIC 6021193,3,1,0.007519,1.173,4.221,3.61460279,3.227,2454967.69521
1854,KIC 10617017,1,1,0.010455,1.287,4.12,13.15140223,5.439,2454977.16237
1855,KIC 3229150,1,1,0.286358,1.028,4.506,18.5084526,6.596,2454964.54555
1856,KIC 7989422,1,0,0.009635,0.983,3.849,7.47763833,2.5693,2454966.40976
1857,KIC 9641481,1,1,0.019889,0.928,4.339,42.1918331,7.083,2454988.31211
1858,KIC 8892157,1,1,0.014249,1.014,4.489,3.73090026,2.9095,2454965.89428
1859,KIC 8892157,2,2,0.015395,0.97,4.54,86.130534,3.321,2455033.9117
1860,KIC 11569782,1,1,0.012361,0.952,3.942,2.787874175,2.0348,2454966.90417
1861,KIC 4833421,4,1,0.018389,0.995,4.284,37.9962369,6.7751,2454995.97984
1862,KIC 11520459,1,2,0.025894,0.896,4.495,8.46354384,1.4078,2454967.35341
1863,KIC 7219825,1,1,0.020998,1.013,4.274,17.23232894,4.5568,2454968.0922
1864,KIC 3749978,1,1,0.026795,0.944,4.534,28.5057217,6.324,2454965.92075
1865,KIC 10010440,1,1,0.022119,1.084,4.447,53.5991459,6.811,2454980.43015
1866,KIC 11718144,1,1,0.018826,0.946,4.521,16.4581861,1.9637,2454967.01969
1867,KIC 10026544,1,2,0.009675,1.166,3.8,176.331289,13.89,2455003.8589
1868,KIC 9473078,1,1,0.00636,0.903,4.239,0.693842661,1.6197,2454965.18157
1869,KIC 10864531,1,1,0.028709,1.032,4.505,83.4887405,6.21,2455021.53792
1870,KIC 10864531,2,1,0.028882,1.032,4.505,34.0607677,2.471,2454974.35928
1871,KIC 2853780,1,2,0.0124,1.501,3.617,6.2141496,10.141,2454965.25182
1872,KIC 9472000,1,1,0.01735,1.02,4.175,31.5888979,3.438,2454988.61538
1873,KIC 10253547,1,1,0.018577,1.109,4.202,59.9809868,7.588,2455009.14903
1874,KIC 10253547,2,1,0.011447,1.109,4.202,25.7457957,7.073,2454968.94806
1875,KIC 12505076,1,1,0.0242,1.016,4.517,11.92979348,6.152,2454969.66919
1876,KIC 6185476,1,2,0.047823,0.49,4.784,17.65737838,3.509,2454969.585509
1877,KIC 12116380,1,1,0.019041,0.869,4.366,4.3394569,2.3652,2454965.80309
1878,KIC 2556650,1,1,0.035061,0.463,4.83,2.852348262,0.7051,2454965.044534
1879,KIC 10600955,1,1,0.028896,1.008,4.251,65.6480892,5.746,2455006.30166
1880,KIC 10801100,1,0,0.211178,1.32,4.097,102.653705,53.5887,2455055.9895
1881,KIC 4473226,1,1,0.025764,0.882,4.471,14.83340944,3.927,2454968.44213
1882,KIC 8914779,1,0,0.004734,1.14,3.939,0.987338654,2.591,2454964.88155
1883,KIC 2854181,1,1,0.034853,0.921,4.389,101.1323475,4.366,2455043.18316
1884,KIC 8963721,1,0,0.025677,0.894,4.382,1.811460943,5.065,2454965.93207
1885,KIC 10132832,1,1,0.020172,1.083,4.498,16.07673148,2.205,2454976.39091
1886,KIC 3219995,1,1,0.025771,1.028,4.496,18.87058705,3.4701,2454976.95639
1887,KIC 6062929,1,1,0.022996,0.782,4.633,22.1334224,2.049,2454985.18405
1888,KIC 7504778,1,1,0.017456,1.114,4.421,17.1369408,6.416,2454974.01497
1889,KIC 7219825,2,1,0.010567,1.013,4.274,26.6951944,4.576,2454976.9999
1890,KIC 7097965,1,1,0.019674,0.985,4.29,7.72085047,1.8264,2454969.563
1891,KIC 4249725,1,1,0.032005,0.591,4.696,6.312508525,2.7455,2454965.654418
1892,KIC 3967326,1,1,0.027507,0.878,4.378,4.19577385,2.1557,2454968.17605
1893,KIC 6768394,1,1,0.011502,0.973,4.194,7.1329472,4.368,2454968.99259
1894,KIC 6768394,2,1,0.012857,0.973,4.194,8.91901228,4.141,2454973.0777
1895,KIC 5211199,1,1,0.010314,1.33,3.764,4.5620407,2.8521,2454965.64295
1896,KIC 8804455,1,2,0.011117,0.955,4.343,7.5966998,3.667,2454964.95296
1897,KIC 8804455,2,0,0.011196,0.955,4.343,2.392630668,1.3705,2454966.7861
1898,KIC 5546761,1,1,0.021247,1.042,4.265,17.6700291,6.693,2454964.60103
1899,KIC 9205938,1,1,0.016727,0.794,4.409,108.593113,7.989,2455006.75198
1900,KIC 10723367,1,1,0.031224,0.922,4.218,19.9865916,4.391,2454968.52265
1901,KIC 10723367,2,1,0.018511,0.922,4.218,12.12580644,3.289,2454975.10763
1902,KIC 5005121,1,1,0.021656,0.946,4.263,76.421501,7.218,2454997.4879
1903,KIC 4833421,5,1,0.017091,0.995,4.284,56.2590881,8.114,2454997.21993
1904,KIC 8229458,1,1,0.01543,0.543,4.753,1.646801683,1.1966,2454965.0615
1905,KIC 10684670,1,1,0.010833,0.943,4.379,3.78861833,2.808,2454967.61419
1906,KIC 11495458,1,1,0.015375,0.734,4.557,10.45839865,3.154,2454970.65416
1907,KIC 9003401,1,1,0.012695,1.068,4.363,21.1033014,2.059,2454977.66035
1908,KIC 5978559,1,1,0.020097,1.135,4.424,95.6114617,7.489,2454971.35664
1909,KIC 7746958,1,2,0.014218,1.0,4.438,1.204686597,0.823,2454964.90556
1910,KIC 6768394,3,1,0.011851,0.973,4.194,11.8984948,3.015,2454966.34685
1911,KIC 6922710,1,1,0.012395,1.024,4.393,23.1274171,4.901,2454978.66194
1912,KIC 11348997,1,1,0.026773,0.619,4.707,5.132486123,1.4575,2454965.15985
1913,KIC 5705819,1,1,0.025421,0.85,4.597,8.77997349,3.2201,2454971.48383
1914,KIC 6696580,1,1,0.044886,1.107,4.441,57.6896212,5.118,2454972.92753
1915,KIC 11358389,1,1,0.015773,1.037,4.436,10.66489514,3.159,2454965.00872
1916,KIC 7204981,1,1,0.015347,0.872,4.394,5.1233204,2.7466,2454965.08472
1917,KIC 3847907,1,1,0.049237,0.996,4.37,3.573202801,2.88,2454967.934397
1918,KIC 4370527,1,1,0.033006,0.966,4.485,61.6174528,3.816,2455012.08282
1919,KIC 6041734,1,1,0.031817,0.998,4.105,24.3398202,3.891,2454969.05813
1920,KIC 5125347,1,1,0.019138,1.162,4.417,7.16520428,1.705,2454965.96921
1921,KIC 9336200,1,1,0.021444,0.928,4.566,1.755843555,1.9425,2454966.15509
1922,KIC 4770617,1,1,0.014547,1.25,4.198,5.18560081,4.054,2454965.32455
1923,KIC 4454934,1,1,0.020478,0.96,4.342,33.4698571,4.749,2454973.14977
1924,KIC 9458343,1,1,0.012286,0.923,4.411,11.89520436,3.433,2454965.8908
1925,KIC 7120108,1,1,0.016977,0.828,4.501,1.025857984,0.8069,2454964.655621
1926,KIC 10730703,1,1,0.01622,0.858,4.391,5.60013327,2.6508,2454968.96495
1927,KIC 8007644,1,1,0.024063,1.016,4.517,25.2034128,4.515,2454970.56393
1928,KIC 11192235,1,1,0.025766,0.49,4.755,1.615357809,1.1435,2454965.7846
1929,KIC 6383785,1,1,0.034594,1.032,4.282,5.640676975,2.8354,2454971.556259
1930,KIC 6696580,2,1,0.034909,1.107,4.441,25.5638626,4.685,2455208.27811
1931,KIC 6525946,1,2,0.021665,0.763,2.435,6.78341325,3.5437,2454969.10468
1932,KIC 4249725,2,1,0.025596,0.591,4.696,12.7945474,3.4197,2454963.7668
1933,KIC 8505920,1,1,0.031124,0.869,4.366,42.4269647,5.907,2454989.17194
1934,KIC 7918992,1,1,0.012886,1.037,4.4,1.434745129,1.862,2454965.62802
1935,KIC 6041734,2,2,0.012454,0.975,4.406,6.95787,4.537,2455192.007
1936,KIC 11308499,1,1,0.012619,1.064,4.335,3.28192056,2.917,2454965.42485
1937,KIC 11308499,2,1,0.014724,1.064,4.335,12.51610549,4.853,2454968.03333
1938,KIC 9006186,1,1,0.010028,0.944,4.563,5.45298742,2.1328,2454967.15183
1939,KIC 9006186,2,1,0.007398,0.944,4.563,3.26662733,2.056,2454969.08452
1940,KIC 7802719,1,1,0.011751,0.601,4.644,4.45743267,2.3226,2454965.16006
1941,KIC 11030475,1,1,0.015134,0.812,4.555,2.81814715,1.763,2454965.25336
1942,KIC 11030475,2,2,0.012848,0.821,4.604,9.4907638,2.713,2454964.50396
1943,KIC 11030475,3,2,0.012566,0.812,4.555,0.76196247,1.282,2454965.78371
1944,KIC 5023956,1,0,0.061323,0.704,4.487,1.824649,4.2285,2454980.482662
1945,KIC 12401863,1,1,0.009889,1.088,4.266,2.832647249,2.306,2454964.82642
1946,KIC 5534941,1,1,0.008108,0.915,4.105,3.70063251,5.408,2454966.16065
1947,KIC 11121752,1,1,0.009264,0.995,4.284,3.93083997,2.932,2454968.19393
1948,KIC 11121752,2,1,0.010695,0.995,4.284,7.63008196,2.78,2454970.07948
1949,KIC 2990873,1,1,0.014927,0.9,4.46,16.22378479,2.5462,2454969.02454
1950,KIC 9307509,1,1,0.021757,0.773,4.503,9.76293284,3.064,2454972.15802
1951,KIC 10158729,1,1,0.018557,1.038,4.44,58.601926,5.522,2454970.66825
1952,KIC 6105462,1,1,0.01637,1.011,4.241,25.0823402,6.423,2454967.13568
1953,KIC 3120355,1,1,0.024047,1.039,4.238,78.0998908,8.422,2454972.49646
1954,KIC 6047072,1,1,0.012297,0.993,4.521,4.27103727,2.2759,2454966.14028
1955,KIC 9006186,3,1,0.006951,0.944,4.563,4.27226421,2.113,2454966.21863
1956,KIC 9006186,4,2,0.004065,0.944,4.563,2.19251903,1.845,2454965.2332
1957,KIC 11410904,1,1,0.013699,1.035,4.492,3.53232429,2.765,2454967.74727
1958,KIC 5021737,1,0,0.07857,1.236,4.212,15.03946326,5.1008,2454977.137461
1959,KIC 3862246,1,0,0.388365,0.842,4.476,4.702495974,2.3421,2454969.308468
1960,KIC 4173026,1,1,0.031855,0.936,4.426,10.44087398,3.743,2454970.97113
1961,KIC 10471621,1,2,0.245914,0.513,4.732,39.7557642,1.958,2454983.60745
1962,KIC 10471621,2,2,0.016888,0.513,4.732,10.27127527,3.029,2454968.17631
1963,KIC 5350244,1,1,0.008561,1.037,4.319,12.5722897,4.765,2454976.0663
1964,KIC 5374403,1,1,0.014897,0.893,4.457,40.8366307,4.956,2454985.87346
1965,KIC 10925113,1,0,0.017456,0.719,4.618,11.7761073,2.829,2454975.70558
1966,KIC 11769801,1,0,0.221351,1.299,3.984,29.7123181,70.3707,2454984.5603
1967,KIC 11752906,2,1,0.024893,0.581,4.681,20.6180348,3.267,2454978.51232
1968,KIC 1995519,1,1,0.029059,0.853,4.596,19.9401211,4.283,2454975.34849
1969,KIC 4914566,1,1,0.008612,1.219,3.854,22.2420032,7.532,2454977.72364
1970,KIC 6198182,1,1,0.005515,1.03,4.469,3.88148385,2.679,2454968.12314
1971,KIC 10024051,1,1,0.01816,0.776,4.617,0.577369336,1.0852,2454965.425795
1972,KIC 4349452,1,1,0.03461,1.097,4.28,12.720370263,2.7306,2455011.528297
1973,KIC 8073806,1,1,0.030548,0.922,4.437,11.96407399,4.526,2454966.15804
1974,KIC 10419312,1,0,0.021013,1.375,3.344,2.493237866,2.644,2454965.63633
1975,KIC 3234598,1,1,0.018884,0.712,4.574,12.90467523,3.28,2454977.32009
1976,KIC 10453588,1,1,0.010983,0.863,4.2,68.8861017,5.925,2454993.29958
1977,KIC 11125613,1,1,0.019277,0.771,4.524,9.99115241,2.657,2454967.39335
1978,KIC 8074328,1,2,0.010492,1.048,4.275,4.267961416,1.3427,2454967.07063
1979,KIC 7212184,1,1,0.01758,1.115,4.069,36.292017,8.198,2454965.17691
1980,KIC 6956014,1,0,0.018924,0.925,1.627,0.925589891,1.967,2455002.69275
1981,KIC 9757613,2,1,0.044983,0.537,4.708,17.25121397,2.0371,2454982.886479
1982,KIC 5307858,1,0,0.278578,1.095,4.457,1.867281146,7.495,2454965.07744
1983,KIC 6605493,1,1,0.010094,0.996,4.353,9.30991834,3.455,2454969.39785
1984,KIC 4670217,1,2,0.019889,0.75,4.536,18.1209388,3.781,2454967.17616
1985,KIC 7259298,1,1,0.008203,0.934,4.541,3.23941775,2.569,2454966.98383
1986,KIC 9574179,1,2,0.008903,0.997,4.288,3.98864999,3.516,2454967.8296
1987,KIC 6211812,1,1,0.01576,0.849,4.487,2.524017517,1.1968,2454966.85946
1988,KIC 11391755,1,2,0.018288,1.049,4.367,25.1123362,7.922,2454979.3464
1989,KIC 11391755,2,2,0.047334,1.049,4.367,2.121023807,0.3673,2455003.85004
1990,KIC 8894646,1,2,0.007131,0.926,4.337,3.55557922,3.24,2454965.75203
1991,KIC 3234598,2,1,0.018653,0.712,4.574,31.2012202,4.077,2454973.07042
1992,KIC 8611832,1,1,0.010811,0.889,4.301,22.5968256,6.179,2454973.42654
1993,KIC 8611832,2,1,0.013356,0.889,4.301,45.3486381,4.858,2454975.25049
1994,KIC 5621586,1,1,0.019706,1.053,4.472,5.25419589,2.9878,2454966.72952
1995,KIC 9210387,1,1,0.016855,1.049,4.493,5.90608902,2.409,2454964.56096
1996,KIC 11852982,1,1,0.034399,0.515,4.736,13.81504449,2.3244,2455014.12621
1997,KIC 8559152,1,1,0.010188,1.039,4.196,12.4128518,4.298,2454973.35679
1998,KIC 2718778,1,1,0.019616,0.939,4.554,3.92453009,3.691,2454965.40179
1999,KIC 3122913,1,1,0.024534,0.686,4.582,11.60653061,2.194,2454967.41637
2000,KIC 9229657,1,1,0.015027,0.996,4.528,2.66831274,2.4141,2454964.68823
2001,KIC 10415227,1,0,0.0126,1.043,4.487,2.9322509,2.931,2454966.7648
2002,KIC 5175024,1,1,0.010955,1.046,4.361,23.4772553,6.735,2454978.3641
2003,KIC 9026749,1,1,0.013335,1.648,3.591,66.5576728,10.532,2455014.3241
2004,KIC 12216278,1,0,0.020811,0.985,4.481,2.01948607,5.248,2454965.9238
2005,KIC 9159242,1,0,0.008074,0.81,4.363,3.04468229,5.951,2454965.464
2006,KIC 12061096,1,0,0.022798,1.102,4.49,15.05028313,1.848,2454974.53522
2007,KIC 5794240,1,1,0.170837,0.587,4.697,2.455240626,1.72722,2455003.821762
2008,KIC 6933567,1,1,0.015633,0.884,4.587,9.08233411,2.008,2454972.65489
2009,KIC 9993529,1,0,0.014827,0.747,4.541,0.790539912,1.0567,2454964.87702
2010,KIC 11303815,1,0,0.016508,0.89,4.38,1.705782214,1.007,2454966.15607
2011,KIC 6044553,1,0,0.222839,0.773,4.636,0.532086296,4.023,2454964.9134
2012,KIC 9654468,1,1,0.039415,0.669,4.609,47.7052566,5.959,2454979.3164
2013,KIC 4349452,2,1,0.018412,1.097,4.28,6.238535444,3.5255,2455004.706325
2014,KIC 10027247,1,1,0.0332,0.482,4.791,86.829519,7.464,2455022.26162
2015,KIC 6343170,1,1,0.028013,1.048,4.365,9.95667035,3.534,2454969.5827
2016,KIC 7107802,1,1,0.013087,0.936,4.288,10.41728722,4.125,2454970.45784
2017,KIC 11752632,1,1,0.008209,1.121,4.046,0.984941669,1.9724,2454966.31801
2018,KIC 10028535,1,1,0.019059,0.878,4.6,0.663085361,1.1522,2454964.97961
2019,KIC 7047207,1,1,0.014589,1.097,4.148,19.1187425,6.805,2454971.42824
2020,KIC 5212220,1,0,0.014029,1.469,3.594,1.08749101,1.6192,2454964.77034
2021,KIC 9964748,1,0,0.008438,1.029,4.459,1.183818383,1.393,2454964.88403
2022,KIC 9842937,1,0,0.01264,0.868,4.411,4.98845099,7.453,2454966.74684
2023,KIC 9757613,3,1,0.020559,0.537,4.708,3.543919702,1.8717,2454969.26075
2024,KIC 8247770,1,2,0.010655,0.976,4.288,8.28157072,3.1,2454969.25775
2025,KIC 6867588,1,2,0.010598,0.886,4.548,0.82628442,0.9603,2454965.26993
2026,KIC 7501646,1,2,0.02038,1.08,4.503,6.37705295,1.949,2454969.91384
2027,KIC 11962284,1,1,0.020396,0.855,4.491,8.83929462,1.719,2454968.54125
2028,KIC 2573056,1,0,0.011358,1.256,4.173,0.631795416,1.0703,2454965.53963
2029,KIC 6842682,1,1,0.012323,0.99,4.529,7.56126152,2.851,2454968.6368
2030,KIC 8890150,1,1,0.020074,0.526,4.725,34.9897847,4.208,2454977.20912
2031,KIC 8890150,2,1,0.017602,0.526,4.725,7.05429483,1.716,2454969.18961
2032,KIC 8838950,1,2,0.009599,0.534,4.721,2.27050106,1.903,2454966.54216
2033,KIC 11360805,1,1,0.017057,0.869,4.512,26.7838935,4.584,2454973.75396
2034,KIC 9845898,1,1,0.018205,1.191,4.378,45.126216,6.656,2454998.42066
2035,KIC 12453581,1,1,0.022753,0.856,4.607,11.94019101,2.866,2454969.55603
2036,KIC 11922678,1,0,0.008609,1.053,4.326,3.51295674,3.06,2454966.78198
2037,KIC 11179076,1,1,0.03163,0.776,4.516,48.4313003,4.03,2454974.45612
2038,KIC 5364071,1,1,0.038237,0.541,4.708,7.203855862,2.5418,2455003.285731
2039,KIC 5959719,1,1,0.008644,0.793,4.566,6.73808701,2.591,2454966.32953
2040,KIC 5544903,1,0,0.019126,1.241,4.395,7.57571414,2.357,2454971.2166
2041,KIC 5542983,1,0,0.01042,1.058,3.926,4.76887671,1.672,2454965.09888
2042,KIC 8256453,1,0,0.313479,0.658,4.585,1.347512632,1.9817,2454965.127858
2043,KIC 9474493,1,0,0.01472,0.918,4.571,0.512581697,1.5789,2454965.80609
2044,KIC 4551663,1,0,0.011165,0.771,4.471,12.07760884,2.233,2454973.46287
2045,KIC 12257999,1,2,0.021575,2.734,2.982,18.55581565,5.372,2454965.07105
2046,KIC 6922203,1,2,0.228694,0.976,4.394,13.33094869,1.426,2454966.78632
2047,KIC 11752908,1,0,0.030114,0.786,4.623,6.38315744,1.7075,2454965.30539
2048,KIC 7021681,1,1,0.044275,0.531,4.746,27.52194772,4.047,2455022.824523
2049,KIC 4346178,1,1,0.024747,0.888,4.314,16.1289679,6.271,2454976.75518
2050,KIC 9664142,1,1,0.017929,0.99,4.529,13.5631157,5.438,2454973.65364
2051,KIC 10018233,1,1,0.0174,0.932,4.442,16.2959916,2.116,2454966.90784
2052,KIC 8081899,1,1,0.007855,0.914,4.574,4.16056658,2.61,2454965.27418
2053,KIC 10189557,1,0,0.013311,0.716,4.5,2.93101771,2.231,2454964.92959
2054,KIC 8478994,1,1,0.022303,0.829,4.571,39.79220077,4.466,2455008.250558
2055,KIC 9965184,1,0,0.021927,0.796,4.447,16.2276756,3.699,2454969.62586
2056,KIC 9911882,1,0,0.22532,0.816,4.616,1.595630597,1.793,2454969.13782
2057,KIC 8631504,1,1,0.011998,0.785,4.603,14.8200596,3.902,2454966.39933
2058,KIC 8110767,1,1,0.023227,1.038,4.524,20.49041,4.369,2454977.41979
2059,KIC 5471574,1,0,0.088515,1.484,3.647,0.962827066,4.48,2454965.20517
2060,KIC 6767840,1,1,0.015997,1.008,4.42,8.679037,2.864,2454973.90423
2061,KIC 8379705,1,1,0.018314,1.041,4.487,11.1296971,2.942,2454971.57573
2062,KIC 9896018,1,1,0.011314,1.09,4.292,2.7296036,2.721,2454966.28661
2063,KIC 11037511,1,1,0.016885,0.977,4.559,3.11604194,1.7763,2454966.84988
2064,KIC 9757613,4,1,0.036335,0.537,4.708,46.82767725,1.9033,2454969.74468
2065,KIC 11818872,1,1,0.009176,0.874,4.502,12.7372371,3.358,2454969.0162
2066,KIC 11771430,1,1,0.013429,1.161,4.227,40.0306267,4.815,2454981.85882
2067,KIC 5513012,1,1,0.014073,0.942,4.491,0.679336747,1.2188,2454965.856178
2068,KIC 11761199,1,0,0.499257,0.933,4.554,213.6103207,10.7643,2454974.655562
2069,KIC 8074805,1,0,0.168735,1.063,4.221,170.8658492,16.9895,2455132.660385
2070,KIC 2437505,1,2,0.544874,1.0,4.438,21.47642727,5.5498,2454982.26156
2071,KIC 2437505,2,0,0.054672,1.0,4.438,17.5509742,4.064,2454966.9459
2072,KIC 11253827,1,1,0.045589,0.918,4.45,88.5122014,6.8214,2455015.67266
2073,KIC 3533469,1,0,0.014437,0.893,4.433,10.21507506,3.395,2454966.64546
2074,KIC 8956706,1,0,0.023783,0.789,4.601,8.3806973,3.028,2454967.7287
2075,KIC 7047363,1,1,0.023111,0.821,4.615,31.0572947,3.401,2454980.56275
2076,KIC 11968463,1,1,0.025685,1.157,4.409,15.1622287,7.332,2454977.474
2077,KIC 11968463,2,1,0.024216,1.157,4.409,10.04378351,5.548,2455186.61859
2078,KIC 8836888,1,2,0.017508,0.877,4.584,7.10397925,1.5398,2454969.33096
2079,KIC 9880190,1,1,0.012288,0.797,4.491,4.5513988,2.457,2454966.05954
2080,KIC 5364071,2,1,0.036155,0.541,4.708,10.91274065,2.1801,2455002.85247
2081,KIC 5392702,1,0,0.201507,0.937,4.578,12.2141545,10.262,2454974.3677
2082,KIC 8429566,1,0,0.011502,0.859,4.495,3.732261,2.054,2454964.93795
2083,KIC 10387742,1,1,0.005931,0.962,4.492,3.03267135,1.774,2454967.0668
2084,KIC 7673841,1,1,0.007643,0.91,4.287,5.34182466,3.577,2454969.3186
2085,KIC 9827149,1,1,0.014975,1.102,4.469,2.131945045,1.8061,2454966.65547
2086,KIC 5546691,1,1,0.011943,0.95,4.54,12.9462567,9.568,2454972.4165
2087,KIC 12156347,1,1,0.023676,0.599,4.687,5.77957133,2.5213,2454969.53014
2088,KIC 8636539,1,2,0.011355,1.116,4.425,6.77367892,3.579,2454971.07568
2089,KIC 9283156,1,2,0.006272,0.837,4.512,5.22402436,2.608,2454965.85379
2090,KIC 8547429,1,1,0.017606,1.03,4.381,11.6601667,5.882,2454973.62189
