,search_id,num_planet,disposition,ror,stellar_mass,ss_gravity,period,duration,transit_epoch
13954,TIC 366298702,1,2,0.04033564651162791,1.0,4.22,5.2782582,3.379,2459603.122108
13955,TIC 456306892,1,2,0.11327319029038324,0.814,4.55,33.538304387973,3.9221699976596,2459390.961088
13956,TIC 392064198,1,2,0.024208656000000005,1.24,3.97,4.51125,4.541,2459604.334385
13957,TIC 357244603,1,2,0.14795557565217393,0.659639,4.57,3.0650073,1.548,2459601.814247
13958,TIC 29169215,1,2,0.03685328192,0.64,4.5,18.6300789,3.4,2459580.448333
13959,TIC 188389305,1,2,0.06480553600000001,1.31,4.44,1.8434549,1.444,2459606.464477
13960,TIC 160165689,1,2,0.06383369681632654,0.99,4.45,8.9165771,3.224,2459594.081803
13961,TIC 29069242,1,2,0.08280631031847134,1.0,4.05,3.7349773,3.891,2459605.449939
13962,TIC 141762491,1,2,0.09658867566878983,1.02,4.05,8.9109435,1.876,2459918.835052
13963,TIC 9907513,1,2,0.031664744,0.66,4.48,1.2749899,1.146,2459606.061518
13964,TIC 192969211,1,2,0.0401124448,0.96,4.38,12.8665269,6.599,2459599.966864
13965,TIC 88529975,1,2,0.09241609739130437,1.25,4.25,2.6085851,1.573,2459606.194577
13966,TIC 468433454,1,2,0.06369756397350994,1.35,4.21,4.7974601,5.952,2459599.997854
13967,TIC 53394475,1,2,0.068081568,1.07,4.23,9.2271917,3.781,2459589.072503
13968,TIC 302908969,1,2,0.058432991351351354,0.645,4.51,5.9900508,2.104,2459598.869415
13969,TIC 203144354,1,2,0.06482325235023043,1.17,3.83,0.3642961,0.689,2459606.549481
13970,TIC 85284138,1,2,0.18615087135135136,1.25,4.44,1.9784368,2.359,2459634.509247
13971,TIC 237108775,1,2,0.11554292015094339,0.525026,4.71,6.2948747,1.878,2459900.651734
13972,TIC 159160230,1,2,0.029364192000000004,1.21,3.96,5.4368408,4.473,2459627.128945
13973,TIC 287268770,1,2,0.14285463,0.84,4.55,10.717359,2.784,2459630.693169
13974,TIC 237097499,1,2,0.04634233496103896,0.72,4.52,9.5197732,2.636,2459834.266444
13975,TIC 101592219,1,2,0.10352641983471077,1.13,4.33,5.4853379,1.964,2459628.710083
13976,TIC 224293782,1,2,0.02621961509433962,1.43,3.94,0.5736183,0.793,2459635.463547
13977,TIC 237015185,1,2,0.04298276473469388,1.29,4.21,11.1801504,4.364,2459840.574967
13978,TIC 252469648,1,2,0.029565561081081083,0.68,4.54,5.9133875,2.019,2459629.650414
13979,TIC 171599496,1,2,0.12030665216,0.74,4.56,1.236949,0.358,2459635.464877
13980,TIC 233070717,1,2,0.0772324727819549,1.06,4.21,3.2750907,3.09,2459825.973413
13981,TIC 229713401,1,2,0.0359846292,0.742,4.5,6.4424263,2.604,2459846.423245
13982,TIC 17122808,1,2,0.10844795586206898,1.07,4.34,4.019251,1.354,2459630.970134
13983,TIC 252481136,1,2,0.17749086211764706,0.507479,4.73,7.9454767,1.493,2459628.937156
13984,TIC 232624234,1,2,0.02845675761038961,0.761,4.54,11.3630224,3.031,2459868.59365
13985,TIC 232624234,2,2,0.0324341116974705,0.761,4.54,26.715991846017,4.7591847921639,2458960.498001
13986,TIC 18021087,1,2,0.08318782745454546,0.75,4.43,7.1314563,2.809,2459634.277413
13987,TIC 165413340,1,2,0.08630490556701031,0.99,4.46,12.782983,2.762,2459615.444572
13988,TIC 148960849,1,2,0.04060055079452055,0.674,4.53,4.172202,2.263,2459628.761503
13989,TIC 235711993,1,2,0.12686761745454547,1.19,4.43,11.7672708,3.098,2459919.252913
13990,TIC 154220877,1,2,0.15447797907692307,0.629592,4.61,2.0034478,1.285,2459634.535127
13991,TIC 9376973,1,2,0.08124735529411765,1.03,4.18,3.154201,2.857,2459635.766515
13992,TIC 56999883,1,2,0.12659981184,0.96,4.23,3.5254325,3.31,2459630.759188
13993,TIC 224299081,1,2,0.05114999930434783,1.05,4.18,37.9984529,5.928,2459626.901517
13994,TIC 165414210,1,2,0.12674810373626375,0.801,4.43,3.2856588,2.384,2459630.841495
13995,TIC 219467837,1,2,0.08920464000000002,1.1,4.16,39.9753375,6.088,2459594.438445
13996,TIC 288162228,1,2,0.041229866915887856,0.94,3.75,3.0594206,4.191,2459632.965356
13997,TIC 420174131,1,2,0.06385268475,0.91,4.18,3.6636707,1.167,2459827.806024
13998,TIC 53498154,1,2,0.04503122775903615,0.923,4.57,13.7317565,3.831,2460355.525687
13999,TIC 53498154,2,2,0.025171903807228918,0.923,4.57,3.3903593,2.168,2460361.102632
14000,TIC 53498154,3,2,0.024663355951807228,0.923,4.57,7.8854383,3.083,2460344.837553
14001,TIC 53498154,4,2,0.026877483180722892,0.923,4.57,21.4904723,3.802,2460364.819364
14002,TIC 137020480,1,2,0.03999501800000001,1.26,3.78,3.4645195,4.649,2459661.055081
14003,TIC 376645976,1,2,0.0910622826122449,1.015,4.46,716.2159783,2.267,2460376.255958
14004,TIC 335813590,1,2,0.14953943311210308,0.8,4.57637,7.5575607395815,2.0233140665572,2459641.138875
14005,TIC 298437387,1,2,0.03963961107692308,0.911,4.48,2.2853731,1.022,2459689.357738
14006,TIC 316416562,1,2,0.02047914322580645,0.934,4.47,3.2220038,3.262,2460419.070296
14007,TIC 347430350,1,1,0.09849878616541353,1.312,4.31,2.2438471,2.574,2459689.309412
14008,TIC 420779000,1,1,0.07566938640986405,0.846,4.49667,4.2342153119906,2.5166257419024,2459666.190171
14009,TIC 119131709,1,2,0.04850596892098447,0.99,4.26703,17.283717195573,3.8104833774067,2459673.539325
14010,TIC 119585136,1,2,0.16731081056603772,0.523612,4.71,2.2054776,1.633,2459663.422584
14011,TIC 233173039,1,2,0.05588507200000001,1.09,4.59,25.0577354,4.741,2459645.513474
14012,TIC 105616091,1,2,0.04094846453333333,0.94,4.5,4.2744435,1.958,2459658.577043
14013,TIC 136992839,1,2,0.036392408055944056,1.04,4.14,17.7916498,6.405,2459629.323433
14014,TIC 154258295,1,2,0.021898479310344835,0.99,4.3,1.0034686,1.56,2459662.847938
14015,TIC 166054851,1,2,0.03332579906493507,0.703,4.51,3.3957241,3.226,2459658.16387
14016,TIC 373729723,1,2,0.1879804510843374,0.9,4.55,13.0518467,3.333,2459645.758477
14017,TIC 141202786,1,2,0.14642556600000003,0.473933,4.76,2.1808015,1.343,2459663.478353
14018,TIC 160521907,1,2,0.06478533658536587,1.18,4.08,10.2682326,1.469,2459752.672435
14019,TIC 284592754,1,2,0.08684087030303031,1.05,4.47,17.1101127,2.631,2459644.889804
14020,TIC 441658213,1,2,0.07744040993103449,0.9,4.51,6.640285,1.257,2459660.036393
14021,TIC 156377968,1,2,0.054006036099173566,1.0,4.28,4.5362433,2.936,2459659.856199
14022,TIC 366804698,1,2,0.028831222383419692,1.11,3.91,2.4277208,3.158,2459687.382078
14023,TIC 67743054,1,2,0.0925475003773585,1.08,4.42,4.0134273,1.445,2459713.269594
14024,TIC 23863106,1,0,0.17518142494117647,0.510037,4.73,3.3078803,1.508,2459685.753789
14025,TIC 392319808,1,2,0.0883088621656051,1.01,4.05,4.7518771,2.459,2459681.976922
14026,TIC 353807936,1,2,0.04503814668907564,1.17,4.36,34.2825595,6.989,2459853.128755
14027,TIC 256326844,1,2,0.0328165947357513,1.07,3.9,10.6893108,6.883,2459860.750256
14028,TIC 232628532,1,2,0.05077221101886792,1.2,4.12,18.2598774,6.544,2459839.287079
14029,TIC 298729646,1,2,0.03564072852336448,1.12,4.43,7.4992916,3.724,2459708.153898
14030,TIC 233465389,1,2,0.04618098231192661,0.92,4.33,4.2528141,1.67,2459713.011926
14031,TIC 282940781,1,2,0.02950856383098592,0.66,4.56,29.120986,3.98,2459663.533882
14032,TIC 458458156,1,2,0.05535930567032967,0.87,4.46,3.2487833,1.626,2459685.802056
14033,TIC 441736986,1,2,0.08928856246153846,0.753,4.69,0.8037513,0.912,2459825.659468
14034,TIC 119178132,1,2,0.1704054704761905,0.613865,4.62,1.6064494,0.946,2459689.095962
14035,TIC 207491214,1,2,0.1049589566666667,1.05,4.14,6.2230846,4.405,2459911.312652
14036,TIC 311116297,1,2,0.09201403408695653,0.88,4.26,4.8183501,1.816,2459710.421834
14037,TIC 349312122,1,2,0.12938744470588237,0.95,4.56,2.8329023,2.029,2459715.238616
14038,TIC 422217860,1,2,0.040123752000000006,0.605246,4.63,2.3144207,1.402,2459689.673073
14039,TIC 198161914,1,2,0.0907703052,0.83,4.55,45.0854117,1.646,2459870.094224
14040,TIC 158022899,1,2,0.05346198568421054,0.95,3.95,3.8863969,3.906,2459687.461371
14041,TIC 274223601,1,2,0.06032995625615765,1.13,3.88,2.2465076,4.181,2459912.436846
14042,TIC 235684964,1,2,0.0998461986754967,0.97,4.06,5.468394,2.809,2459827.478708
14043,TIC 28242530,1,2,0.15307764878048782,0.82,4.52,19.511064,3.25,2459675.883062
14044,TIC 357347296,1,2,0.025785663889655173,1.012,4.12,4.1753448,3.941,2459685.023774
14045,TIC 162577468,1,2,0.06078333901639344,1.07,3.94,3.676651,3.663,2459710.833713
14046,TIC 23863105,1,2,0.2677905717073171,0.400962,4.82,3.3079817,1.666,2459685.753346
14047,TIC 461239485,1,1,0.11572728440111692,0.916,4.52626,3.039085065931,1.6455075875982,2459693.716285
14048,TIC 175772482,1,1,0.11530744438948443,1.06,4.4413,2.8386215063735,2.3326470166865,2459695.204858
14049,TIC 368805700,1,1,0.11643260112145414,1.056,4.40819,3.5771890897944,3.0669978247034,2459695.989749
14050,TIC 181949561,1,1,0.14062647919582189,0.918,4.38933,4.0548695469509,2.8063408720323,2459694.285977
14051,TIC 311133118,1,1,0.15287355667881689,0.803,4.56858,3.5061649416751,1.6009657991422,2459701.925342
14052,TIC 287959034,1,2,0.07476995214672533,1.169,4.401,3.8480184762151,1.1083039012548,2459694.827263
14053,TIC 209464063,1,1,0.0498863065531915,0.97,4.48,119.3355264,6.863,2459140.665271
14054,TIC 143257768,1,2,0.10744952944099379,1.17,4.09,1.6622263,3.415,2459058.716872
14055,TIC 368739874,1,2,0.1546556032,0.83,4.61,3.3575477,1.788,2459714.264611
14056,TIC 207439380,1,2,0.11077340181818182,0.822,4.46,1.1041295,1.18,2459743.020121
14057,TIC 17538423,1,2,0.090245781,1.15,4.09,3.1159994,3.966,2459716.773324
14058,TIC 155949264,1,2,0.24554912250000005,0.623063,4.61,0.7748443,0.431,2459716.685508
14059,TIC 32260988,1,2,0.163184288,1.0,4.53,1.1000285,1.561,2459716.552601
14060,TIC 460396820,1,1,0.10525678933333334,1.14,4.23,2.3409909,2.5,2459714.654156
14061,TIC 255928426,1,2,0.11243549250000001,0.94,4.19,4.2366102,3.559,2459738.845604
14062,TIC 281100535,1,2,0.10198554638961041,0.776,4.56,2.924439,1.448,2459716.984797
14063,TIC 193634953,1,2,0.14882098262068966,0.569725,4.67,2.9479689,1.584,2459750.623008
14064,TIC 323250919,1,2,0.14465270400000002,1.04,4.5,3.3299795,2.101,2459713.34968
14065,TIC 115508409,1,2,0.08107533854748603,1.23,4.02,10.4995545,2.123,2459733.445085
14066,TIC 37150278,1,2,0.11751202144329898,0.898,4.42,1.6929628,1.546,2459717.172631
14067,TIC 23638678,1,2,0.2503706864516129,0.607411,4.63,1.1544795,0.817,2459717.468321
14068,TIC 103865797,1,2,0.23838684533333337,0.344323,4.87,2.2232698,0.648,2459740.631465
14069,TIC 393546540,1,2,0.03497382130120482,0.9,4.56,1637.265104,5.981,2457925.865418
14070,TIC 393546540,2,2,0.029313299277108438,0.9,4.56,32.429738,4.419,2460250.964538
14071,TIC 416739490,1,2,0.029288924255432284,0.979,4.64142,6.2183321642551,2.5958709479519,2458439.346135
14072,TIC 264052454,1,2,0.07379203617391304,1.072,4.34605,2.346931,0.955,2459907.39037
14073,TIC 224328450,1,2,0.05555175724137932,1.072,3.99,22.0183163,3.48,2459704.151933
14074,TIC 76193403,1,2,0.020745283317073173,0.919,4.58,1.7812778,2.261,2459742.169976
14075,TIC 43276438,1,2,0.02115023003773585,1.168,4.45,15.0764899,3.981,2460466.662908
14076,TIC 141985686,1,2,0.023988334777070065,1.207,4.13,3.1291319,1.993,2459738.417473
14077,TIC 10792081,1,2,0.02255945251485149,1.058,4.45,10.1694553,4.534,2460650.613081
14078,TIC 148673433,1,2,0.0404344700745284,0.73,4.5426,3.7711066303438,2.3375061149659,2458901.78789
14079,TIC 165625229,1,2,0.02642236310204082,1.068,4.48,10.5998647,3.021,2460418.025369
14080,TIC 137843225,1,2,0.029665956598822055,0.693,4.23,0.35765551311551,0.48349504331398,2459637.749066
14081,TIC 441614965,1,2,0.01579725264516129,0.978,4.48827,2.0364271,1.847,2460339.436824
14082,TIC 335813325,1,2,0.04174225835489664,0.97,4.4322,2.6953697831132,0.76284890865546,2459552.817321
14083,TIC 286813592,1,2,0.02770968827128437,0.493682,4.74127,3.3810226826862,1.9012451496497,2458899.969827
14084,TIC 173002823,1,2,0.0290449486412789,0.942,4.60828,28.406464276144,4.0008804542623,2458882.469833
14085,TIC 441804533,1,2,0.03112945803050201,0.635448,4.60049,16.303674978165,3.221931983713,2458753.183872
14086,TIC 388898854,1,2,0.029799030548033244,1.129,4.35121,8.2077263837327,4.4353335499639,2459532.009387
14087,TIC 219041246,1,2,0.058331186766012816,0.267999,4.93417,10.441989610334,1.7143489982959,2458745.677964
14088,TIC 467158766,1,2,0.027220101136612246,0.993,4.46925,7.7784947284621,2.6056850060312,2458843.312379
14089,TIC 147923561,1,2,0.023178182618222135,0.498786,4.73676,6.2822993224243,1.9391524128603,2458684.160507
14090,TIC 298074836,1,2,0.04128956572859282,0.195335,5.02076,6.7662728524116,1.0575063128756,2458683.61592
14091,TIC 53481079,1,2,0.034609194319172254,0.959,4.5543,13.478722016271,4.0987607775288,2458871.538689
14092,TIC 17932757,1,2,0.036122178109460126,0.643559,4.59159,716.84268937931,4.4248640359985,2458903.539448
14093,TIC 230055368,1,2,0.03442587414123097,0.358453,4.85368,1.4344602383665,0.934887724936,2458900.645029
14094,TIC 85292615,1,2,0.030318297600933138,1.066,4.45955,729.48234715713,6.9397714835069,2458888.709894
14095,TIC 458481611,1,2,0.0736698614530286,0.8,4.54009,61.319114408644,5.7455309135752,2459432.534544
14096,TIC 235901733,1,2,0.10248881641709849,1.01,4.32135,170.64651463341,6.1836277524946,2459413.809229
14097,TIC 162631539,1,2,0.020128352386633394,1.13,4.21457,697.40376979826,4.9658690662823,2458978.277627
14098,TIC 1042432,1,2,0.03999239876759211,0.606611,4.63174,746.95453556554,2.7730399957545,2458882.106824
14099,TIC 71582156,1,2,0.02013974636623727,1.064,4.37711,5.491130234274,1.9062098433408,2458843.596098
14100,TIC 357048995,1,2,0.020978115947028877,1.018,4.12,6.3928693910136,3.7128926802525,2459422.895595
14101,TIC 219875976,1,2,0.02747909759412571,0.364151,4.84899,11.497455903573,2.3907992513193,2458685.097165
14102,TIC 103605399,1,2,0.08416584073776745,0.417789,4.80522,554.49896763539,2.9052363135975,2458886.836539
14103,TIC 138820713,1,2,0.028168702906541117,0.461555,4.76894,1.9271225079385,1.4530398798294,2458900.38758
14104,TIC 188668950,1,2,0.05372389117346719,0.697,4.51125,270.30381603558,6.6824679857965,2459130.335118
14105,TIC 335952150,1,2,0.07691629183098593,1.43,4.29122,60.1702823,3.337,2460264.24567
14106,TIC 224297408,1,2,0.03036311956194383,0.686,4.43387,8.2751965535053,2.0749902699986,2458711.604346
14107,TIC 9989136,1,2,0.03181602772038057,0.74,4.62,6.1841687988992,2.5898496918479,2458848.68514
14108,TIC 157769780,1,2,0.036420402793701886,0.179893,5.0449,2.1208155504418,0.84277635327722,2458683.544649
14109,TIC 310380289,1,2,0.026769535307516742,0.571061,4.66859,0.64898680326861,1.1349755106779,2458738.901194
14110,TIC 229618478,1,2,0.03411908964336656,0.602748,4.63584,19.448094590498,3.5107588242734,2458698.868058
14111,TIC 198162530,1,2,0.020977870784503028,0.562819,4.67682,0.76812500554461,0.99920623896378,2458683.640443
14112,TIC 198162530,2,2,0.04592304457582737,0.562819,4.67682,28.546208935019,1.7666666376355,2458693.593974
14113,TIC 328934980,1,2,0.01260222822331698,1.15,4.15159,8.4306162395158,5.5823880509863,2458930.773235
14114,TIC 230087765,1,2,0.016075597356620088,0.718,4.50087,1.6894420390404,1.3359141819303,2458684.235662
14115,TIC 159851831,1,2,0.032507321400000004,0.72,4.49,24.0004143,3.138,2459754.333656
14116,TIC 258557847,1,0,0.023031751371428575,1.19,3.62,3.965824,2.911,2459765.579293
14117,TIC 308300731,1,2,0.09349305103448276,0.898,4.51,7.6603722,2.159,2460494.575115
14118,TIC 157768969,1,2,0.012438892363636364,1.11,4.11,5.7488832,5.003,2459758.400187
14119,TIC 318209162,1,2,0.1580944289790548,0.74,4.57751,711.7642825146,3.4176442648801,2458891.862067
14120,TIC 4918918,1,2,0.03260585582002019,0.41487,4.80761,0.57347655188524,0.90045082942762,2458870.47457
14121,TIC 407495930,1,2,0.07828758323353294,1.17,4.06,3.0269043,3.819,2459738.329356
14122,TIC 387329912,1,2,0.03405642352941177,1.12,3.43,5.4328364,7.38,2459734.363125
14123,TIC 310262516,1,2,0.18669686095238094,0.613765,4.62,1.9044134,0.952,2459741.118344
14124,TIC 426144112,1,2,0.0811903093846154,0.889,4.36,1.7465205,1.453,2459742.829034
14125,TIC 349440621,1,2,0.1405894823529412,0.99,4.42,6.7113743,2.294,2459723.423495
14126,TIC 332365162,1,2,0.08543437490196078,1.03,4.08,7.4242482,2.873,2459742.005654
14127,TIC 135267558,1,2,0.09452524137931037,1.11,4.35,3.6479472,1.683,2459736.090495
14128,TIC 256584532,1,2,0.08205851142857143,0.88,4.29,5.4397285,3.099,2459736.246115
14129,TIC 72889156,1,2,0.15453400714285714,0.551165,4.69,7.6408565,0.99,2459742.759507
14130,TIC 219506608,1,2,0.1268043542857143,0.73,4.45,32.6116713,2.052,2459703.44826
14131,TIC 82598822,1,2,0.11669369217391305,0.98,4.5,10.9299688,2.407,2459728.922004
14132,TIC 317594531,1,2,0.0922219905882353,1.14,4.23,8.350615,1.62,2459729.912231
14133,TIC 255907107,1,2,0.08325335482014391,1.03,4.17,7.924204,4.458,2459739.173528
14134,TIC 428703516,1,2,0.06024459490909091,0.89,4.62,19.5422056,3.465,2459722.313637
14135,TIC 257531677,1,2,0.0916223957522124,1.03,4.35,3.946066,1.792,2459735.332063
14136,TIC 354832924,1,2,0.08002324853932585,1.08,3.97,6.9541458,4.077,2459729.976853
14137,TIC 150476057,1,2,0.09023034472727275,1.33,4.13,5.0859973,1.594,2459739.415504
14138,TIC 397763985,1,2,0.055066394904458596,1.041,4.06,3.8779743,3.294,2459908.635769
14139,TIC 353225230,1,2,0.07868648828571428,0.98,4.33,0.5721596,1.127,2459742.700661
14140,TIC 351652998,1,2,0.14167764349514564,1.01,4.42,4.015073,3.229,2459741.644195
14141,TIC 470990157,1,2,0.06961794370370371,1.31,4.14,3.7749324,3.902,2459766.375076
14142,TIC 462715015,1,2,0.04950686044444444,0.987,4.37,1.7548863,1.314,2459767.984121
14143,TIC 23179035,1,2,0.1268622,1.1,4.59,1.4529225,1.604,2459766.399806
14144,TIC 459836041,1,2,0.05704278666666667,1.05,3.95,6.6867154,2.945,2459758.243282
14145,TIC 313609787,1,2,0.10246414413223143,0.98,4.26,3.5023306,1.31,2459764.635726
14146,TIC 445795465,1,2,0.0667556855172414,0.94,3.93,2.7404478,3.422,2459767.6163
14147,TIC 9701368,1,2,0.14213102147368423,1.01,4.49,5.4049747,2.932,2459764.180646
14148,TIC 289666986,1,2,0.1605882532682927,0.399891,4.82,2.4369467,3.969,2459765.105281
14149,TIC 310728245,1,2,0.07014874363636364,1.07,3.98,4.1816344,4.13,2459765.925587
14150,TIC 459189798,1,2,0.034478111283582094,0.658,4.6,6.9171675,2.038,2459758.926644
14151,TIC 264468702,1,2,0.138661416,0.587376,4.65,6.0962241,1.866,2459762.212892
14152,TIC 102846772,1,2,0.05838212459016393,1.14,3.97,10.2515829,4.588,2459754.990877
14153,TIC 43333094,1,2,0.13484505345132747,0.91,4.29,7.5358996,1.413,2459758.226742
14154,TIC 158845573,1,2,0.02412917403278689,1.001,3.91,5.0048582,5.027,2459766.339783
14155,TIC 319684122,1,2,0.027307923096774194,0.96,4.48,5.4459647,2.437,2459793.278295
14156,TIC 302814895,1,2,0.027581484387096775,1.341,4.02,8.6800186,2.41,2459795.90211
14157,TIC 40292751,1,2,0.04727468860150376,1.227,4.28,12.7791964,5.242,2460319.524905
14158,TIC 446616059,1,0,0.03692450491603054,1.118,4.25,3.1072375,4.485,2460530.955198
14159,TIC 42883782,1,2,0.021261977860465117,1.01,4.58,16.2134274,3.551,2459786.442643
14160,TIC 42883782,2,2,0.0163356703255814,1.01,4.58,6.3346129,3.341,2459788.410948
14161,TIC 87216634,1,2,0.026431344000000002,0.87,4.49,12.9256051,1.691,2459776.255982
14162,TIC 187333348,1,2,0.058266186361031515,1.501,3.53,2.1981511,1.747,2459793.865917
14163,TIC 110936761,1,2,0.03499620983606558,1.003,4.27,2.2906144,1.949,2459793.645262
14164,TIC 95423778,1,2,0.05792656259459459,1.022,4.36,0.7036041,0.81,2459795.466098
14165,TIC 398895470,1,1,0.10136090467980845,1.322,4.1239,2.6940347751924,4.1073511966615,2459771.189014
14166,TIC 273874849,1,1,0.13482900986445365,1.04,4.44616,1.4857147966026,2.3275851741748,2459825.552259
14167,TIC 151724385,1,2,0.047369147814686936,1.017,4.4,6.1406882145218,3.3861324966023,2459770.6738
14168,TIC 391958006,1,1,0.1654480346201949,0.972,4.48157,1.7430143346615,2.2872100851582,2459771.551589
14169,TIC 374530847,1,1,0.1287173908083276,0.869,4.51349,2.1521630190873,1.7531965994512,2459770.231395
14170,TIC 305243225,1,1,0.11227534752154365,1.078,4.34796,1.2129138542488,2.1862784814733,2459770.519892
14171,TIC 328081248,1,2,0.053085293982641946,0.32653,4.8805,4.1645448195356,1.5725422489736,2459772.334479
14172,TIC 151759246,1,2,0.03179044675756845,0.78,4.51,2.6282605673024,1.2408210711595,2459771.71321
14173,TIC 243921117,1,1,0.16994075746438317,0.616961,4.62,3.0678159897114,2.1103324528908,2459770.026754
14174,TIC 399402994,1,1,0.11243246094581369,1.093,4.32795,2.7161298215883,3.5299033351722,2459770.470612
14175,TIC 466382581,1,2,0.042266892631578956,0.87,4.61,5.3829728,1.382,2460550.945001
14176,TIC 303055194,1,2,0.031456019200000004,1.223,3.94,1.7615631,1.171,2459822.907614
14177,TIC 378390325,1,2,0.03263611103355705,1.466,4.26,20.5676815,5.523,2460511.215717
14178,TIC 283621618,1,2,0.06840481589403974,1.379,4.22,3.1856488,1.304,2459850.812572
14179,TIC 188646744,1,2,0.011783213672727276,1.47,4.17,14.2423724,4.046,2460540.26317
14180,TIC 459735346,1,2,0.02314227523404256,1.02,4.5,7.1701672,2.859,2460558.651872
14181,TIC 379824738,1,2,0.07417353240641711,1.16,3.96,5.6857105,6.105,2460548.226894
14182,TIC 388909695,1,1,0.08431478950819674,1.005,4.27,10.1466193,5.519,2460549.461351
14183,TIC 92439980,1,2,0.02721071477227723,0.994,4.42,27.0525472,3.862,2460519.238639
14184,TIC 427041513,1,2,0.030242360096385545,0.825,4.52,6.254395,2.466,2460360.849074
14185,TIC 375942197,1,1,0.07514537194057119,1.17,3.96619,3.8993831386464,5.1857346613628,2459797.700003
14186,TIC 194076601,1,2,0.08002104816326532,2.27,4.45701,20.4282929,7.501,2459842.062383
14187,TIC 418604868,1,2,0.020081404124296084,1.04,4.17404,15.61460575154,5.8168055050842,2459799.303854
14188,TIC 283419843,1,1,0.09803019671364946,1.08,4.02617,2.6052673672121,4.2452100139334,2459799.022189
14189,TIC 330218897,1,2,0.025346531650534136,0.955,4.39104,3.4200073348922,1.9339166722003,2459797.705428
14190,TIC 459730973,1,1,0.08333144475553557,1.2,3.98845,3.9156848046704,3.5847759896779,2459799.366946
14191,TIC 354619337,1,1,0.09699244752475247,1.887,4.105,2.1425095,5.163,2460556.771408
14192,TIC 466390120,1,1,0.09430697468953943,1.07,4.16889,1.5487245203939,2.8258531172169,2459797.810597
14193,TIC 248853232,1,1,0.12813905377932747,0.76,4.4323,3.8681492175275,2.1610194568107,2459798.775459
14194,TIC 272366748,1,1,0.12162799274675101,1.03,4.40631,3.8555896898932,3.237964370373,2459800.057422
14195,TIC 269243313,1,2,0.028014680330578516,1.153,4.33401,9.73482949887,4.325,2460541.913603
14196,TIC 48253329,1,2,0.08075698285714288,1.71,4.09,2.8140207,3.191,2459788.107629
14197,TIC 369062542,1,2,0.08227342363636365,1.05,3.97,5.0493049,3.885,2459788.904875
14198,TIC 351077390,1,2,0.04935487865060242,0.915,4.56,1.1951761,2.4,2459796.072414
14199,TIC 224418572,1,2,0.04195494185567011,0.913,3.82,2.8465928,2.664,2459791.235591
14200,TIC 308504559,1,2,0.07256028387096775,1.265,4.16,3.7846792,2.51,2459786.127171
14201,TIC 287934343,1,2,0.09826377000000001,1.24,4.32,5.1357505,3.504,2459795.478353
14202,TIC 213875310,1,2,0.11847996679245285,0.98,4.38,2.6721807,2.433,2459793.44982
14203,TIC 281118572,1,2,0.14468984615384617,0.704,4.5,3.5242025,1.79,2459792.712699
14204,TIC 346859243,1,2,0.12553143673469389,0.822,4.37,6.4226101,3.007,2459795.463879
14205,TIC 354727907,1,2,0.26083854439024395,0.400431,4.82,8.4498763,1.773,2459786.404289
14206,TIC 395143000,1,2,0.08277134136986303,1.75,4.35,2.9665122,3.346,2459795.48348
14207,TIC 222485202,1,2,0.15924816000000003,0.699,4.54,3.5982966,1.614,2459791.742675
14208,TIC 355732304,1,2,0.08494873078651684,1.4,4.08,2.5411063,3.491,2459794.235051
14209,TIC 68345291,1,2,0.09971522899328861,1.38,4.23,4.006489,3.949,2459793.910188
14210,TIC 350882505,1,2,0.05379782400000001,1.01,3.93,4.2025514,4.028,2459795.704556
14211,TIC 23937608,1,2,0.0527211625631068,1.05,4.44,2.8091879,1.927,2459791.805537
14212,TIC 24113219,1,2,0.0961261011570248,0.99,4.27,4.197866,3.223,2459795.126527
14213,TIC 230292034,1,2,0.04318283047058824,1.02,4.18,6.0671557,2.12,2459791.961303
14214,TIC 209935997,1,2,0.050543461818181826,2.26,3.75,1.9081122,2.094,2459794.325106
14215,TIC 75784122,1,2,0.099646992,1.12,4.19,10.5353472,1.098,2459794.162274
14216,TIC 808243,1,2,0.10168313103448277,1.09,4.0,1.5101054,2.993,2459795.467392
14217,TIC 71459120,1,2,0.1049526905263158,1.034,4.34,3.9964264,1.722,2459781.133754
14218,TIC 151728428,1,2,0.1989728175,0.618234,4.62,3.9997367,0.384,2459786.271014
14219,TIC 277329402,1,2,0.10722670545454546,1.01,4.45,4.5049415,2.372,2459790.948702
14220,TIC 387844266,1,2,0.17894020298507463,0.68,4.62,3.9956793,2.056,2459788.337798
14221,TIC 278623780,1,2,0.11976869387755103,1.044,4.47,3.7219898,2.306,2459793.844498
14222,TIC 346154016,1,2,0.10961490000000002,0.804,4.19,4.449914,2.449,2459795.758929
14223,TIC 41422753,1,2,0.11436560164948453,1.152,4.52,2.4710528,3.033,2459792.210191
14224,TIC 3680800,1,2,0.030207133866666666,1.044,4.2,0.5498864,1.588,2459795.607863
14225,TIC 336072306,1,2,0.09272531571428572,0.95,4.31,3.415047,1.406,2459790.127873
14226,TIC 256046749,1,2,0.10745091063829788,0.908,4.45,7.1476512,3.03,2459778.065425
14227,TIC 114947483,1,2,0.09260334857142859,0.610297,4.63,3.3787501,1.837,2459794.556309
14228,TIC 462372373,1,2,0.09341903244094488,1.102,4.27,5.2498931,1.666,2459795.355448
14229,TIC 11034516,1,2,0.149688992,1.06,4.42,14.3033451,4.769,2459771.875591
